fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,año,mes,dia_semana,es_fin_semana,es_festivo,es_black_friday,es_cyber_monday,trimestre,semana_año,es_laborable,es_inicio_mes,dia_mes,es_fin_mes,unidades_vendidas_lag_1,unidades_vendidas_lag_2,unidades_vendidas_lag_3,unidades_vendidas_lag_4,unidades_vendidas_lag_5,unidades_vendidas_lag_6,unidades_vendidas_lag_7,unidades_vendidas_ma_7,porcentaje_descuento,precio_competenci,precio_competencia,ratio_precio,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Running,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail
2021-10-25,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,68.21,136.42,2021,10,Monday,False,False,False,False,4,43,True,False,25,False,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.142857142857143,-2.5571428571428663,-1.7900000000000063,70,0.9744285714285713,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-10-25,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,1,107.82,107.82,2021,10,Monday,False,False,False,False,4,43,True,False,25,False,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.142857142857143,-1.9818181818181881,-2.180000000000007,110,0.9801818181818182,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-10-25,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,81.58,163.16,2021,10,Monday,False,False,False,False,4,43,True,False,25,False,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.142857142857143,1.9749999999999979,1.5799999999999983,80,1.01975,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-10-25,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,129.46,647.3,2021,10,Monday,False,False,False,False,4,43,True,False,25,False,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,-0.41538461538460925,-0.539999999999992,130,0.9958461538461539,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-10-25,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.25,20.25,2021,10,Monday,False,False,False,False,4,43,True,False,25,False,5.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.25,0.25,20,1.0125,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-25,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.3,34.3,2021,10,Monday,False,False,False,False,4,43,True,False,25,False,1.0,5.0,2.0,1.0,2.0,1.0,2.0,3.142857142857143,-2.000000000000008,-0.7000000000000028,35,0.9799999999999999,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-10-25,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.92,49.92,2021,10,Monday,False,False,False,False,4,43,True,False,25,False,1.0,1.0,5.0,2.0,1.0,2.0,1.0,3.2857142857142856,-0.1599999999999966,-0.0799999999999983,50,0.9984000000000001,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021-10-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,8,117.37,938.96,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,1.0,1.0,1.0,5.0,2.0,1.0,2.0,3.4285714285714284,2.0608695652173954,2.3700000000000045,115,1.020608695652174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,137.98,1379.8,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,8.0,1.0,1.0,1.0,5.0,2.0,1.0,3.4285714285714284,2.2074074074074,2.9799999999999898,135,1.022074074074074,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,83.5,167.0,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,10.0,8.0,1.0,1.0,1.0,5.0,2.0,3.4285714285714284,-1.7647058823529411,-1.5,85,0.9823529411764705,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,73.01,146.02,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,2.0,10.0,8.0,1.0,1.0,1.0,5.0,3.2857142857142856,-2.6533333333333267,-1.9899999999999949,75,0.9734666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.07,70.14,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,2.0,2.0,10.0,8.0,1.0,1.0,1.0,3.2857142857142856,0.20000000000000082,0.07000000000000028,35,1.002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-10-26,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,66.69,133.38,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,2.0,2.0,2.0,10.0,8.0,1.0,1.0,2.0,2.5999999999999965,1.6899999999999977,65,1.026,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-10-26,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.23,138.46,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,2.0,2.0,2.0,2.0,10.0,8.0,1.0,2.142857142857143,-1.0999999999999943,-0.769999999999996,70,0.9890000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,63.63,127.26,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,2.0,2.0,2.0,2.0,2.0,10.0,8.0,1.8571428571428572,-2.1076923076923038,-1.3699999999999974,65,0.978923076923077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,411.68,823.36,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,2.0,2.0,2.0,2.0,2.0,2.0,10.0,1.7142857142857142,2.9200000000000017,11.680000000000007,400,1.0292000000000001,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-10-26,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,1,178.86,178.86,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7142857142857142,2.2057142857142935,3.8600000000000136,175,1.022057142857143,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-26,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,2,44.88,89.76,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8571428571428572,-0.266666666666661,-0.11999999999999744,45,0.9973333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021-10-26,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,55.55,222.2,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.8571428571428572,0.9999999999999948,0.5499999999999972,55,1.01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-10-26,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,24.46,48.92,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,-2.1599999999999966,-0.5399999999999991,25,0.9784,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-26,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,40.42,80.84,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.7142857142857142,1.0500000000000043,0.4200000000000017,40,1.0105,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-10-26,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,154.23,462.69,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.7142857142857142,2.819999999999993,4.22999999999999,150,1.0282,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-10-26,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,827.2,1654.4,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.8571428571428572,-0.337349397590356,-2.7999999999999545,830,0.9966265060240964,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-26,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,97.1,194.2,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,2.0,3.0,2.0,2.0,4.0,2.0,1.0,1.8571428571428572,2.2105263157894677,2.0999999999999943,95,1.0221052631578946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021-10-26,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,1,71.42,71.42,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,2.0,2.0,3.0,2.0,2.0,4.0,2.0,1.8571428571428572,2.028571428571431,1.4200000000000017,70,1.0202857142857142,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-10-26,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,112.93,225.86,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.8571428571428572,2.66363636363637,2.930000000000007,110,1.0266363636363638,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-10-26,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,80.57,161.14,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.8571428571428572,0.7124999999999915,0.5699999999999932,80,1.0071249999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-10-26,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.88,531.52,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.8571428571428572,2.215384615384612,2.8799999999999955,130,1.0221538461538462,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-10-26,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.52,20.52,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.142857142857143,2.599999999999998,0.5199999999999996,20,1.026,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-26,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.4,35.4,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,1.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,1.1428571428571388,0.3999999999999986,35,1.0114285714285713,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-10-26,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.48,50.48,2021,10,Tuesday,False,False,False,False,4,43,True,False,26,False,1.0,1.0,4.0,2.0,2.0,1.0,2.0,4.285714285714286,0.9599999999999936,0.4799999999999969,50,1.0095999999999998,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021-10-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,8,114.27,914.16,2021,10,Wednesday,False,False,False,False,4,43,True,False,27,False,1.0,1.0,1.0,4.0,2.0,2.0,1.0,4.428571428571429,-0.6347826086956556,-0.730000000000004,115,0.9936521739130434,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-27,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,8,136.28,1090.24,2021,10,Wednesday,False,False,False,False,4,43,True,False,27,False,8.0,1.0,1.0,1.0,4.0,2.0,2.0,4.428571428571429,0.948148148148149,1.2800000000000011,135,1.0094814814814814,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-27,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,87.55,262.65,2021,10,Wednesday,False,False,False,False,4,43,True,False,27,False,8.0,8.0,1.0,1.0,1.0,4.0,2.0,4.285714285714286,2.999999999999997,2.549999999999997,85,1.03,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-27,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,76.27,152.54,2021,10,Wednesday,False,False,False,False,4,43,True,False,27,False,3.0,8.0,8.0,1.0,1.0,1.0,4.0,4.142857142857143,1.693333333333328,1.269999999999996,75,1.0169333333333332,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-27,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.14,70.28,2021,10,Wednesday,False,False,False,False,4,43,True,False,27,False,2.0,3.0,8.0,8.0,1.0,1.0,1.0,3.0,0.40000000000000163,0.14000000000000057,35,1.004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-10-27,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.63,129.26,2021,10,Wednesday,False,False,False,False,4,43,True,False,27,False,2.0,2.0,3.0,8.0,8.0,1.0,1.0,2.0,-0.5692307692307762,-0.37000000000000455,65,0.9943076923076922,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-10-27,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.27,138.54,2021,10,Wednesday,False,False,False,False,4,43,True,False,27,False,2.0,2.0,2.0,3.0,8.0,8.0,1.0,2.142857142857143,-1.0428571428571485,-0.730000000000004,70,0.9895714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-27,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,66.02,132.04,2021,10,Wednesday,False,False,False,False,4,43,True,False,27,False,2.0,2.0,2.0,2.0,3.0,8.0,8.0,1.8571428571428572,1.569230769230763,1.019999999999996,65,1.0156923076923077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-27,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,407.15,814.3,2021,10,Wednesday,False,False,False,False,4,43,True,False,27,False,2.0,2.0,2.0,2.0,2.0,3.0,8.0,1.7142857142857142,1.7874999999999943,7.149999999999977,400,1.0178749999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
